,title,authors,filename,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
3133,Order-Agnostic Cross Entropy for Non-Autoregressive Machine Translation,8,Order-Agnostic Cross Entropy for Non-Autoregressive Machine Translation,38,147,False,113,14,31,12,27,8,12,0,24,71,9025,3.1666666666666665,4.583333333333333,1.1666666666666667,1.0,73
3134,PAC-Bayesian Offline Contextual Bandits With Guarantees,8,PAC-Bayesian Offline Contextual Bandits With Guarantees,54,119,True,85,130,11,23,8,10,17,3,2,55,13621,2.347826086956522,0.5652173913043478,5.6521739130434785,0.7391304347826086,10
3135,PLATON: Pruning Large Transformer Models with Upper Confidence Bound of Weight Importance,8,PLATON Pruning Large Transformer Models with Upper Confidence Bound of Weight Importance,62,177,True,161,34,11,24,3,12,14,0,18,88,8743,2.5833333333333335,1.2083333333333333,1.4166666666666667,0.5833333333333334,48
3136,Parsimonious Black-Box Adversarial Attacks via Efficient Combinatorial Optimization,8,Parsimonious Black-Box Adversarial Attacks via Efficient Combinatorial Optimization,41,140,False,176,88,36,14,0,22,32,0,48,83,8676,2.9285714285714284,6.0,6.285714285714286,2.2857142857142856,124
3137,Performative Prediction,8,Performative Prediction,42,152,False,34,108,14,32,15,14,20,0,2,23,13407,1.3125,0.5,3.375,0.625,233
3138,PixelTransformer: Sample Conditioned Signal Generation,8,PixelTransformer Sample Conditioned Signal Generation,44,103,False,39,20,28,10,2,8,6,0,0,53,6759,4.4,2.8,2.0,0.6,10
3139,Policy Mirror Ascent for Efficient and Independent Learning in Mean Field Games,8,Policy Mirror Ascent for Efficient and Independent Learning in Mean Field Games,54,181,False,115,32,0,33,4,6,5,0,2,79,20617,1.6363636363636365,0.06060606060606061,0.9696969696969697,0.15151515151515152,14
3140,Predicting Choice with Set-Dependent Aggregation,8,Predicting Choice with Set-Dependent Aggregation,50,126,False,121,39,19,24,0,10,14,0,10,48,12930,2.0833333333333335,1.2083333333333333,1.625,0.5833333333333334,16
3141,Principled Offline RL in the Presence of Rich Exogenous Information,8,Principled Offline RL in the Presence of Rich Exogenous Information,58,195,True,151,54,68,28,1,11,23,2,12,67,16533,2.0714285714285716,2.857142857142857,1.9285714285714286,0.8214285714285714,4
3142,Probabilistic Generating Circuits,8,Probabilistic Generating Circuits,48,137,False,96,54,11,15,0,10,13,0,0,33,9869,3.2,0.7333333333333333,3.6,0.8666666666666667,19
3145,ProxSkip: Yes! Local Gradient Steps Provably Lead to Communication Acceleration! Finally!,8,ProxSkip Yes Local Gradient Steps Provably Lead to Communication Acceleration Finally,61,223,False,129,267,13,20,0,24,42,4,6,88,11612,3.05,0.95,13.35,2.1,100
3146,Quantifying and Reducing Bias in Maximum Likelihood Estimation of Structured Anomalies,8,Quantifying and Reducing Bias in Maximum Likelihood Estimation of Structured Anomalies,80,244,False,198,468,52,38,0,28,28,0,0,86,18829,2.1052631578947367,1.368421052631579,12.31578947368421,0.7368421052631579,3
3147,REPAINT: Knowledge Transfer in Deep Reinforcement Learning,8,REPAINT Knowledge Transfer in Deep Reinforcement Learning,58,136,True,132,162,61,24,7,13,17,0,12,57,15996,2.4166666666666665,3.0416666666666665,6.75,0.7083333333333334,20
3148,Random extrapolation for primal-dual coordinate descent,8,Random extrapolation for primal-dual coordinate descent,37,144,False,137,379,31,37,0,9,13,0,2,55,20153,1.0,0.8918918918918919,10.243243243243244,0.35135135135135137,15
3149,Real-Time Optimisation for Online Learning in Auctions,8,Real-Time Optimisation for Online Learning in Auctions,33,104,False,86,170,12,20,15,11,15,0,2,54,11933,1.65,0.7,8.5,0.75,5
3151,Reinforcement Learning with Prototypical Representations,8,Reinforcement Learning with Prototypical Representations,59,140,False,150,18,45,21,15,17,22,0,2,56,12480,2.8095238095238093,2.238095238095238,0.8571428571428571,1.0476190476190477,167
3152,Representing Unordered Data Using Multiset Automata and Complex Numbers,8,Representing Unordered Data Using Multiset Automata and Complex Numbers,13,108,False,61,88,6,13,3,10,8,0,2,71,7469,1.0,0.6153846153846154,6.769230769230769,0.6153846153846154,0
3153,Retroformer: Pushing the Limits of Interpretable End-to-end Retrosynthesis Transformer,8,Retroformer Pushing the Limits of Interpretable End-to-end Retrosynthesis Transformer,41,151,False,74,12,25,16,9,10,11,0,10,85,7349,2.5625,2.1875,0.75,0.6875,6
3155,Robust Inference for High-Dimensional Linear Models via Residual Randomization,8,Robust Inference for High-Dimensional Linear Models via Residual Randomization,34,117,False,129,276,48,37,6,11,12,0,2,78,14296,0.918918918918919,1.3513513513513513,7.45945945945946,0.32432432432432434,4
3156,Robust alignment of cross-session recordings of neural population activity by behaviour via unsupervised domain adaptation,8,Robust alignment of cross-session recordings of neural population activity by behaviour via unsupervised domain adaptation,20,197,False,68,8,18,15,0,9,5,0,0,122,7180,1.3333333333333333,1.2,0.5333333333333333,0.3333333333333333,15
3158,STRODE: Stochastic Boundary Ordinary Differential Equation,8,STRODE Stochastic Boundary Ordinary Differential Equation,32,187,True,36,120,18,15,3,10,15,7,0,57,8307,2.1333333333333333,1.2,8.0,1.0,4
3159,Sample-Optimal PAC Learning of Halfspaces with Malicious Noise,8,Sample-Optimal PAC Learning of Halfspaces with Malicious Noise,41,172,True,138,160,0,30,0,8,20,1,2,62,13607,1.3666666666666667,0.06666666666666667,5.333333333333333,0.6666666666666666,6
3160,Scalable Metropolis-Hastings for Exact Bayesian Inference with Large Datasets,8,Scalable Metropolis-Hastings for Exact Bayesian Inference with Large Datasets,47,157,False,89,254,29,32,0,11,15,2,2,77,14273,1.46875,0.96875,7.9375,0.46875,14
3161,Score matching enables causal discovery of nonlinear additive noise models,8,Score matching enables causal discovery of nonlinear additive noise models,48,84,False,54,33,0,13,5,9,7,0,28,74,7399,3.6923076923076925,2.1538461538461537,2.5384615384615383,0.5384615384615384,38
3162,Self-Consistent Trajectory Autoencoder: Hierarchical Reinforcement Learning with Trajectory Embeddings,8,Self-Consistent Trajectory Autoencoder Hierarchical Reinforcement Learning with Trajectory Embeddings,34,185,False,44,26,21,11,12,11,8,0,0,101,7537,3.090909090909091,1.9090909090909092,2.3636363636363638,0.7272727272727273,132
3164,ShaRF: Shape-conditioned Radiance Fields from a Single View,8,ShaRF Shape-conditioned Radiance Fields from a Single View,59,185,False,164,36,24,11,52,6,18,2,12,58,8322,5.363636363636363,3.272727272727273,3.272727272727273,1.6363636363636365,92
3165,Simple and Scalable Epistemic Uncertainty Estimation Using a Single Deep Deterministic Neural Network,8,Simple and Scalable Epistemic Uncertainty Estimation Using a Single Deep Deterministic Neural Network,43,132,False,122,14,29,13,0,9,12,0,6,101,8752,3.3076923076923075,2.6923076923076925,1.0769230769230769,0.9230769230769231,49
3166,Skin Deep Unlearning: Artefact and Instrument Debiasing in the Context of Melanoma Classification,8,Skin Deep Unlearning Artefact and Instrument Debiasing in the Context of Melanoma Classification,46,130,False,165,12,70,19,0,13,11,5,16,96,12081,2.4210526315789473,4.526315789473684,0.631578947368421,0.5789473684210527,10
3167,Solving high-dimensional parabolic PDEs using the tensor train format,8,Solving high-dimensional parabolic PDEs using the tensor train format,71,126,False,64,129,31,18,0,10,13,0,20,69,12190,3.9444444444444446,2.8333333333333335,7.166666666666667,0.7222222222222222,33
3168,Spectral Approximate Inference,8,Spectral Approximate Inference,42,166,False,34,68,19,13,0,10,10,0,0,30,7909,3.230769230769231,1.4615384615384615,5.230769230769231,0.7692307692307693,2
3169,Stable and Fair Classification,8,Stable and Fair Classification,78,198,False,83,108,4,25,8,8,10,0,2,30,9748,3.12,0.24,4.32,0.4,61
3170,Stochastic Blockmodels meet Graph Neural Networks,8,Stochastic Blockmodels meet Graph Neural Networks,34,191,False,68,2,18,11,0,8,11,2,10,49,7866,3.090909090909091,2.5454545454545454,0.18181818181818182,1.0,68
3171,Stochastic Rising Bandits,8,Stochastic Rising Bandits,39,149,False,135,276,24,36,4,13,16,0,4,25,15748,1.0833333333333333,0.7777777777777778,7.666666666666667,0.4444444444444444,8
3172,Streaming Algorithms for Support-Aware Histograms,8,Streaming Algorithms for Support-Aware Histograms,32,214,False,26,88,39,20,42,17,12,0,2,49,12545,1.6,2.05,4.4,0.6,1
3173,Structured Prediction with Partial Labelling through the Infimum Loss,8,Structured Prediction with Partial Labelling through the Infimum Loss,59,0,False,142,90,32,28,12,14,20,0,0,69,16419,2.107142857142857,1.1428571428571428,3.2142857142857144,0.7142857142857143,34
3174,Super-efficiency of automatic differentiation for functions defined as a minimum,8,Super-efficiency of automatic differentiation for functions defined as a minimum,30,235,False,68,134,21,31,0,11,23,0,2,80,10484,0.967741935483871,0.7419354838709677,4.32258064516129,0.7419354838709677,37
3177,Tensor denoising and completion based on ordinal observations,8,Tensor denoising and completion based on ordinal observations,48,133,False,114,180,18,32,0,13,15,0,6,61,13526,1.5,0.75,5.625,0.46875,15
3178,The Effect of Network Width on Stochastic Gradient Descent and Generalization: an Empirical Study,8,The Effect of Network Width on Stochastic Gradient Descent and Generalization an Empirical Study,42,160,False,55,10,143,17,0,15,12,0,6,96,9721,2.4705882352941178,8.764705882352942,0.5882352941176471,0.7058823529411765,52
3179,The Mirage of Action-Dependent Baselines in Reinforcement Learning,8,The Mirage of Action-Dependent Baselines in Reinforcement Learning,43,158,False,137,70,40,19,0,13,15,0,0,66,11408,2.263157894736842,2.1052631578947367,3.6842105263157894,0.7894736842105263,113
3180,The Variational Predictive Natural Gradient,8,The Variational Predictive Natural Gradient,32,125,False,84,118,20,12,7,10,10,0,4,43,8133,2.6666666666666665,2.0,9.833333333333334,0.8333333333333334,5
3181,Thompson Sampling for (Combinatorial) Pure Exploration,8,Thompson Sampling for Combinatorial Pure Exploration,21,169,False,96,56,4,14,0,11,4,0,0,54,10230,1.5,0.2857142857142857,4.0,0.2857142857142857,5
3183,Towards Distraction-Robust Active Visual Tracking,8,Towards Distraction-Robust Active Visual Tracking,47,148,False,129,12,173,16,0,31,52,0,32,49,10925,2.9375,12.8125,0.75,3.25,25
3184,Towards Understanding and Mitigating Social Biases in Language Models,8,Towards Understanding and Mitigating Social Biases in Language Models,57,149,False,262,56,6,22,0,26,42,0,0,69,14601,2.590909090909091,0.2727272727272727,2.5454545454545454,1.9090909090909092,247
3185,Training Neural Networks with Local Error Signals,8,Training Neural Networks with Local Error Signals,69,167,False,59,16,9,14,0,7,17,0,18,49,8211,4.928571428571429,1.9285714285714286,1.1428571428571428,1.2142857142857142,190
3186,Transformer Quality in Linear Time,8,Transformer Quality in Linear Time,39,104,False,110,112,104,19,38,20,22,2,76,34,9769,2.0526315789473686,9.473684210526315,5.894736842105263,1.1578947368421053,140
3187,Uncertainty Weighted Actor-Critic for Offline Reinforcement Learning,8,Uncertainty Weighted Actor-Critic for Offline Reinforcement Learning,50,141,False,12,0,3,22,0,5,11,4,2,68,11628,2.272727272727273,0.22727272727272727,0.0,0.5,127
3188,Understanding Self-Training for Gradual Domain Adaptation,8,Understanding Self-Training for Gradual Domain Adaptation,50,141,False,39,189,14,40,2,9,14,0,10,57,17086,1.25,0.6,4.725,0.35,187
3189,Unified Fourier-based Kernel and Nonlinearity Design for Equivariant Networks on Homogeneous Spaces,8,Unified Fourier-based Kernel and Nonlinearity Design for Equivariant Networks on Homogeneous Spaces,54,138,False,182,128,22,19,7,11,28,3,8,99,11973,2.8421052631578947,1.5789473684210527,6.7368421052631575,1.4736842105263157,13
3190,Unsupervised Flow-Aligned Sequence-to-Sequence Learning for Video Restoration,8,Unsupervised Flow-Aligned Sequence-to-Sequence Learning for Video Restoration,62,172,False,71,42,21,11,0,6,10,0,0,77,7285,5.636363636363637,1.9090909090909092,3.8181818181818183,0.9090909090909091,8
3191,VFlow: More Expressive Generative Flows with Variational Data Augmentation,8,VFlow More Expressive Generative Flows with Variational Data Augmentation,38,132,False,73,74,41,16,0,10,12,0,12,73,8667,2.375,3.3125,4.625,0.75,55
3192,Variational Inference for Infinitely Deep Neural Networks,8,Variational Inference for Infinitely Deep Neural Networks,59,198,False,79,16,26,15,1,10,8,0,4,57,9198,3.933333333333333,2.0,1.0666666666666667,0.5333333333333333,6
3193,Voice2Series: Reprogramming Acoustic Models for Time Series Classification,8,Voice2Series Reprogramming Acoustic Models for Time Series Classification,61,149,False,91,22,27,16,0,12,18,0,10,73,10144,3.8125,2.3125,1.375,1.125,88
3194,What Makes for End-to-End Object Detection?,8,What Makes for End-to-End Object Detection,48,168,False,70,54,30,15,0,12,11,0,8,42,9095,3.2,2.533333333333333,3.6,0.7333333333333333,64
3195,White-box vs Black-box: Bayes Optimal Strategies for Membership Inference,8,White-box vs Black-box Bayes Optimal Strategies for Membership Inference,31,123,False,93,88,5,11,2,8,17,0,6,72,7387,2.8181818181818183,1.0,8.0,1.5454545454545454,255
3196,You Only Cut Once: Boosting Data Augmentation with a Single Cut,8,You Only Cut Once Boosting Data Augmentation with a Single Cut,69,146,False,76,4,19,17,1,14,16,2,0,62,10359,4.0588235294117645,1.1176470588235294,0.23529411764705882,0.9411764705882353,20
3197,A Convergence Theory for SVGD in the Population Limit under Talagrand's Inequality T1,8,A Convergence Theory for SVGD in the Population Limit under Talagrands Inequality T1,44,125,True,117,121,0,14,1,9,12,3,0,85,7790,3.142857142857143,0.0,8.642857142857142,0.8571428571428571,15
3198,A Free-Energy Principle for Representation Learning,8,A Free-Energy Principle for Representation Learning,51,118,False,88,37,26,24,1,14,13,0,0,51,9819,2.125,1.0833333333333333,1.5416666666666667,0.5416666666666666,8
3199,A Lower Bound for the Sample Complexity of Inverse Reinforcement Learning,8,A Lower Bound for the Sample Complexity of Inverse Reinforcement Learning,21,105,False,51,45,10,11,0,7,3,0,0,73,6902,1.9090909090909092,0.9090909090909091,4.090909090909091,0.2727272727272727,3
3200,A Regret Minimization Approach to Iterative Learning Control,8,A Regret Minimization Approach to Iterative Learning Control,39,83,False,64,136,5,25,16,11,14,0,0,60,11534,1.56,0.2,5.44,0.56,12
3201,A Spectral Approach to Gradient Estimation for Implicit Distributions,8,A Spectral Approach to Gradient Estimation for Implicit Distributions,51,148,False,124,128,24,15,0,12,8,2,0,69,9066,3.4,1.6,8.533333333333333,0.5333333333333333,80
3202,A Unified Theory of Decentralized SGD with Changing Topology and Local Updates,8,A Unified Theory of Decentralized SGD with Changing Topology and Local Updates,97,151,True,103,210,9,28,3,16,28,0,2,78,16984,3.4642857142857144,0.39285714285714285,7.5,1.0,380
3203,APS: Active Pretraining with Successor Features,8,APS Active Pretraining with Successor Features,65,137,True,172,36,16,15,3,10,6,0,12,46,8921,4.333333333333333,1.8666666666666667,2.4,0.4,87
3204,Accelerating Greedy Coordinate Descent Methods,8,Accelerating Greedy Coordinate Descent Methods,32,218,False,65,73,45,23,0,7,11,0,2,46,9547,1.391304347826087,2.0434782608695654,3.1739130434782608,0.4782608695652174,35
3205,Active Learning on a Budget: Opposite Strategies Suit High and Low Budgets,8,Active Learning on a Budget Opposite Strategies Suit High and Low Budgets,75,135,False,91,130,93,21,3,14,24,19,0,73,13949,3.5714285714285716,4.428571428571429,6.190476190476191,1.1428571428571428,60
3206,Adapting to Delays and Data in Adversarial Multi-Armed Bandits,8,Adapting to Delays and Data in Adversarial Multi-Armed Bandits,21,275,False,114,117,0,21,4,9,3,0,0,62,10103,1.0,0.0,5.571428571428571,0.14285714285714285,26
3207,Adaptive Sensor Placement for Continuous Spaces,8,Adaptive Sensor Placement for Continuous Spaces,33,106,False,60,32,19,13,3,10,7,4,0,47,8515,2.5384615384615383,1.4615384615384615,2.4615384615384617,0.5384615384615384,12
3208,Adversarial Combinatorial Bandits with General Non-linear Reward Functions,8,Adversarial Combinatorial Bandits with General Non-linear Reward Functions,30,172,False,56,56,0,10,0,4,7,0,0,74,8015,3.0,0.0,5.6,0.7,11
3209,Adversarial Vulnerability of Randomized Ensembles,8,Adversarial Vulnerability of Randomized Ensembles,48,179,False,74,186,41,28,0,12,24,3,10,49,14532,1.7142857142857142,1.8214285714285714,6.642857142857143,0.8571428571428571,5
3210,Align-RUDDER: Learning From Few Demonstrations by Reward Redistribution,8,Align-RUDDER Learning From Few Demonstrations by Reward Redistribution,127,131,True,282,48,121,42,1,8,9,13,8,70,22154,3.0238095238095237,3.0714285714285716,1.1428571428571428,0.21428571428571427,33
3211,An EM Approach to Non-autoregressive Conditional Sequence Generation,8,An EM Approach to Non-autoregressive Conditional Sequence Generation,42,190,True,165,68,12,18,14,18,29,4,22,68,11391,2.3333333333333335,1.8888888888888888,3.7777777777777777,1.6111111111111112,37
3212,An initial alignment between neural network and target is needed for gradient descent to learn,8,An initial alignment between neural network and target is needed for gradient descent to learn,17,103,False,28,162,9,26,5,11,5,2,0,94,10951,0.6538461538461539,0.34615384615384615,6.230769230769231,0.19230769230769232,15
3213,Anonymous Walk Embeddings,8,Anonymous Walk Embeddings,30,121,False,56,20,12,10,0,8,2,0,8,25,7062,3.0,2.0,2.0,0.2,168
3214,Are Generative Classifiers More Robust to Adversarial Attacks?,8,Are Generative Classifiers More Robust to Adversarial Attacks,61,112,False,162,12,73,30,16,13,18,0,2,61,16560,2.033333333333333,2.5,0.4,0.6,72
3215,Augmented CycleGAN: Learning Many-to-Many Mappings from Unpaired Data,8,Augmented CycleGAN Learning Many-to-Many Mappings from Unpaired Data,30,80,False,96,70,60,10,6,9,17,4,12,68,6251,3.0,7.2,7.0,1.7,386
3216,Autoregressive Quantile Networks for Generative Modeling,8,Autoregressive Quantile Networks for Generative Modeling,46,103,False,86,40,51,16,0,11,7,0,0,56,8712,2.875,3.1875,2.5,0.4375,77
3217,Batched Dueling Bandits,8,Batched Dueling Bandits,45,155,False,98,150,48,28,24,24,20,0,12,23,13202,1.6071428571428572,2.142857142857143,5.357142857142857,0.7142857142857143,9
3218,Bayesian Optimisation over Multiple Continuous and Categorical Inputs,8,Bayesian Optimisation over Multiple Continuous and Categorical Inputs,43,160,False,55,30,31,16,8,15,12,0,10,69,9103,2.6875,2.5625,1.875,0.75,73
3219,Besov Function Approximation and Binary Classification on Low-Dimensional Manifolds Using Convolutional Residual Networks,8,Besov Function Approximation and Binary Classification on Low-Dimensional Manifolds Using Convolutional Residual Networks,81,164,False,156,344,17,47,8,9,27,0,2,121,20451,1.7234042553191489,0.40425531914893614,7.319148936170213,0.574468085106383,23
3220,Bilevel Optimization: Convergence Analysis and Enhanced Design,8,Bilevel Optimization Convergence Analysis and Enhanced Design,43,186,False,151,216,31,29,0,16,17,0,8,61,15898,1.4827586206896552,1.3448275862068966,7.448275862068965,0.5862068965517241,170
3221,Blind Justice: Fairness with Encrypted Sensitive Attributes,8,Blind Justice Fairness with Encrypted Sensitive Attributes,49,110,False,81,20,18,15,15,11,16,0,2,58,10923,3.2666666666666666,1.3333333333333333,1.3333333333333333,1.0666666666666667,134
3222,Brauer's Group Equivariant Neural Networks,8,Brauers Group Equivariant Neural Networks,30,184,False,11,276,10,22,0,17,8,5,0,42,14233,1.3636363636363635,0.45454545454545453,12.545454545454545,0.36363636363636365,8
3223,Byzantine Machine Learning Made Easy by Resilient Averaging of Momentums,8,Byzantine Machine Learning Made Easy by Resilient Averaging of Momentums,66,182,False,89,388,15,38,10,12,37,0,4,72,21860,1.736842105263158,0.5,10.210526315789474,0.9736842105263158,41
3226,Channel Importance Matters in Few-Shot Image Classification,8,Channel Importance Matters in Few-Shot Image Classification,53,167,False,52,51,33,18,0,15,6,0,12,59,12872,2.9444444444444446,2.5,2.8333333333333335,0.3333333333333333,25
3227,Clipped Action Policy Gradient,8,Clipped Action Policy Gradient,29,107,False,25,80,42,13,0,8,7,0,4,30,7656,2.230769230769231,3.5384615384615383,6.153846153846154,0.5384615384615384,34
3228,Collaborative Evolutionary Reinforcement Learning,8,Collaborative Evolutionary Reinforcement Learning,49,198,False,44,2,18,12,0,8,2,0,4,49,8141,4.083333333333333,1.8333333333333333,0.16666666666666666,0.16666666666666666,89
3229,Comparison of meta-learners for estimating multi-valued treatment heterogeneous effects,8,Comparison of meta-learners for estimating multi-valued treatment heterogeneous effects,66,151,False,133,409,17,42,7,14,30,11,50,87,19441,1.5714285714285714,1.5952380952380953,9.738095238095237,0.7142857142857143,2
3230,Compressed-VFL: Communication-Efficient Learning with Vertically Partitioned Data,8,Compressed-VFL Communication-Efficient Learning with Vertically Partitioned Data,59,108,True,101,114,58,29,4,11,9,0,12,80,16226,2.0344827586206895,2.413793103448276,3.9310344827586206,0.3103448275862069,28
3231,Confidence-Aware Learning for Deep Neural Networks,8,Confidence-Aware Learning for Deep Neural Networks,46,176,False,166,16,15,20,0,9,14,0,20,50,12216,2.3,1.75,0.8,0.7,104
3232,Constrained Efficient Global Optimization of Expensive Black-box Functions,8,Constrained Efficient Global Optimization of Expensive Black-box Functions,47,161,False,48,48,15,14,0,14,6,0,8,74,8444,3.357142857142857,1.6428571428571428,3.4285714285714284,0.42857142857142855,2194
3233,Contextual Multi-armed Bandit Algorithm for Semiparametric Reward Model,8,Contextual Multi-armed Bandit Algorithm for Semiparametric Reward Model,28,142,False,156,92,6,17,0,11,6,0,4,71,9267,1.6470588235294117,0.5882352941176471,5.411764705882353,0.35294117647058826,13
3234,Control Regularization for Reduced Variance Reinforcement Learning,8,Control Regularization for Reduced Variance Reinforcement Learning,41,136,False,36,194,18,17,0,16,9,0,0,66,10955,2.411764705882353,1.0588235294117647,11.411764705882353,0.5294117647058824,68
3235,Cooperative Exploration for Multi-Agent Deep Reinforcement Learning,8,Cooperative Exploration for Multi-Agent Deep Reinforcement Learning,66,140,False,114,22,42,18,0,16,8,0,12,67,11676,3.6666666666666665,3.0,1.2222222222222223,0.4444444444444444,63
3236,Counterfactual Analysis in Dynamic Latent State Models,8,Counterfactual Analysis in Dynamic Latent State Models,40,132,False,90,130,31,32,27,12,15,3,4,54,20326,1.25,1.09375,4.0625,0.46875,1
3237,Cutting out the Middle-Man: Training and Evaluating Energy-Based Models without Sampling,8,Cutting out the Middle-Man Training and Evaluating Energy-Based Models without Sampling,61,108,False,136,48,52,16,6,15,17,2,0,87,9630,3.8125,3.25,3.0,1.0625,13
3238,DROCC: Deep Robust One-Class Classification,8,DROCC Deep Robust One-Class Classification,41,180,True,80,12,47,16,1,11,16,3,28,42,10877,2.5625,4.6875,0.75,1.0,125
3240,Deciding What to Learn: A Rate-Distortion Approach,8,Deciding What to Learn A Rate-Distortion Approach,54,181,False,244,24,30,19,0,24,16,0,0,49,10353,2.8421052631578947,1.5789473684210527,1.263157894736842,0.8421052631578947,14
3241,Deep Generative Learning via Variational Gradient Flow,8,Deep Generative Learning via Variational Gradient Flow,63,189,False,57,32,21,30,0,9,9,0,14,54,6820,2.1,1.1666666666666667,1.0666666666666667,0.3,31
3242,Deep kernel processes,8,Deep kernel processes,48,154,False,152,174,18,23,0,21,10,0,4,21,13079,2.0869565217391304,0.9565217391304348,7.565217391304348,0.43478260869565216,33
3245,Differentially Private Correlation Clustering,8,Differentially Private Correlation Clustering,25,78,False,106,47,5,11,8,5,9,0,0,45,7666,2.272727272727273,0.45454545454545453,4.2727272727272725,0.8181818181818182,18
3246,Dimensionality-Driven Learning with Noisy Labels,8,Dimensionality-Driven Learning with Noisy Labels,49,121,False,80,18,23,10,0,7,9,0,2,48,7321,4.9,2.5,1.8,0.9,377
3247,Discrete-Valued Latent Preference Matrix Estimation with Graph Side Information,8,Discrete-Valued Latent Preference Matrix Estimation with Graph Side Information,49,147,False,96,50,18,33,9,12,14,0,2,79,21501,1.4848484848484849,0.6060606060606061,1.5151515151515151,0.42424242424242425,5
3248,Distributed Second Order Methods with Fast Rates and Compressed Communication,8,Distributed Second Order Methods with Fast Rates and Compressed Communication,54,213,False,138,187,66,44,0,9,35,8,10,77,20925,1.2272727272727273,1.7272727272727273,4.25,0.7954545454545454,43
3249,Do Perceptually Aligned Gradients Imply Robustness?,8,Do Perceptually Aligned Gradients Imply Robustness,83,150,False,109,18,37,21,2,17,14,0,16,50,11578,3.9523809523809526,2.5238095238095237,0.8571428571428571,0.6666666666666666,2
3251,EDDI: Efficient Dynamic Discovery of High-Value Information with Partial VAE,8,EDDI Efficient Dynamic Discovery of High-Value Information with Partial VAE,43,170,True,91,40,82,22,17,9,18,12,12,75,10700,1.9545454545454546,4.2727272727272725,1.8181818181818181,0.8181818181818182,113
3252,Efficient Model-Based Deep Reinforcement Learning with Variational State Tabulation,8,Efficient Model-Based Deep Reinforcement Learning with Variational State Tabulation,43,125,False,79,28,30,18,4,13,11,4,0,83,9076,2.388888888888889,1.6666666666666667,1.5555555555555556,0.6111111111111112,59
3253,Efficient and Scalable Bayesian Neural Nets with Rank-1 Factors,8,Efficient and Scalable Bayesian Neural Nets with Rank-1 Factors,52,153,False,151,76,51,25,2,13,23,0,0,63,12102,2.08,2.04,3.04,0.92,178
3254,End-to-End Balancing for Causal Continuous Treatment-Effect Estimation,8,End-to-End Balancing for Causal Continuous Treatment-Effect Estimation,48,92,False,100,46,15,14,21,10,11,0,4,70,8219,3.4285714285714284,1.3571428571428572,3.2857142857142856,0.7857142857142857,11
3255,Equivariant Learning of Stochastic Fields: Gaussian Processes and Steerable Conditional Neural Processes,8,Equivariant Learning of Stochastic Fields Gaussian Processes and Steerable Conditional Neural Processes,50,120,False,142,101,37,24,0,18,27,4,10,103,13140,2.0833333333333335,1.9583333333333333,4.208333333333333,1.125,26
3256,"Estimating Q(s, s') with Deep Deterministic Dynamics Gradients",8,Estimating Qs s with Deep Deterministic Dynamics Gradients,47,104,False,82,100,143,13,0,22,37,4,8,62,9072,3.6153846153846154,11.615384615384615,7.6923076923076925,2.8461538461538463,13
3257,Exact Optimization of Conformal Predictors via Incremental and Decremental Learning,8,Exact Optimization of Conformal Predictors via Incremental and Decremental Learning,29,126,False,86,28,17,17,0,19,19,0,8,83,10917,1.7058823529411764,1.4705882352941178,1.6470588235294117,1.1176470588235294,10
3259,FP-Diffusion: Improving Score-based Diffusion Models by Enforcing the Underlying Score Fokker-Planck Equation,8,FP-Diffusion Improving Score-based Diffusion Models by Enforcing the Underlying Score Fokker-Planck Equation,51,154,True,142,300,51,34,2,17,30,0,16,108,17746,1.5,1.9705882352941178,8.823529411764707,0.8823529411764706,13
3260,Familywise Error Rate Control by Interactive Unmasking,8,Familywise Error Rate Control by Interactive Unmasking,20,118,False,53,142,46,29,7,16,14,0,4,54,15027,0.6896551724137931,1.7241379310344827,4.896551724137931,0.4827586206896552,10
3261,Fast Relative Entropy Coding with A* coding,8,Fast Relative Entropy Coding with A coding,41,177,False,282,648,22,30,4,30,6,0,8,42,16196,1.3666666666666667,1.0,21.6,0.2,23
3262,Fat-Tailed Variational Inference with Anisotropic Tail Adaptive Flows,8,Fat-Tailed Variational Inference with Anisotropic Tail Adaptive Flows,48,196,False,161,29,18,14,2,10,9,0,6,69,8177,3.4285714285714284,1.7142857142857142,2.0714285714285716,0.6428571428571429,5
3263,Federated Learning with Label Distribution Skew via Logits Calibration,8,Federated Learning with Label Distribution Skew via Logits Calibration,59,179,False,55,16,21,11,18,7,6,0,14,70,8652,5.363636363636363,3.1818181818181817,1.4545454545454546,0.5454545454545454,70
3264,Finding Mixed Nash Equilibria of Generative Adversarial Networks,8,Finding Mixed Nash Equilibria of Generative Adversarial Networks,60,466,False,63,136,69,30,0,12,19,3,2,64,11634,2.0,2.3666666666666667,4.533333333333333,0.6333333333333333,72
3265,Flashlight: Enabling Innovation in Tools for Machine Learning,8,Flashlight Enabling Innovation in Tools for Machine Learning,66,193,False,111,0,6,19,7,8,10,17,0,60,9427,3.473684210526316,0.3157894736842105,0.0,0.5263157894736842,21
3266,Fourier Policy Gradients,8,Fourier Policy Gradients,40,128,False,69,156,3,13,7,13,9,0,0,24,8503,3.076923076923077,0.23076923076923078,12.0,0.6923076923076923,14
