,referencecount,abstract_length,acronym_presence,content_references,equations,figures,pages,paragraphs,sections,subsections,subsubsections,tables,title_length,words,referencecount_per_page,figures_tables_per_page,equations_per_page,subsections_per_page,citationcount
3059,35,210,True,81,10,80,23,2,9,8,0,10,54,9582,1.5217391304347827,3.9130434782608696,0.43478260869565216,0.34782608695652173,6
3060,41,178,False,42,10,43,13,10,7,9,0,4,39,7938,3.1538461538461537,3.6153846153846154,0.7692307692307693,0.6923076923076923,123
3061,28,169,False,61,103,3,11,0,9,6,1,0,72,8127,2.5454545454545454,0.2727272727272727,9.363636363636363,0.5454545454545454,24
3062,41,200,False,60,412,12,43,0,9,12,0,4,88,22379,0.9534883720930233,0.37209302325581395,9.581395348837209,0.27906976744186046,28
3064,24,151,False,49,42,10,10,0,7,8,5,10,72,7077,2.4,2.0,4.2,0.8,43
3066,57,133,False,147,38,130,29,7,18,5,0,4,79,10230,1.9655172413793103,4.620689655172414,1.3103448275862069,0.1724137931034483,3
3067,31,144,False,101,6,43,12,0,7,5,1,16,46,8870,2.5833333333333335,4.916666666666667,0.5,0.4166666666666667,420
3068,34,165,True,56,40,9,10,0,8,10,0,8,62,6247,3.4,1.7,4.0,1.0,713
3069,43,139,False,67,192,43,12,4,11,11,0,0,69,8410,3.5833333333333335,3.5833333333333335,16.0,0.9166666666666666,18
3070,58,0,False,176,82,24,22,9,6,3,0,2,67,11874,2.6363636363636362,1.1818181818181819,3.727272727272727,0.13636363636363635,251
3071,58,189,False,99,60,15,13,0,9,2,4,4,50,8544,4.461538461538462,1.4615384615384615,4.615384615384615,0.15384615384615385,70
3073,65,91,False,144,7,36,16,15,11,8,2,4,53,9685,4.0625,2.5,0.4375,0.5,47
3074,44,1,False,81,42,12,10,0,10,4,0,4,25,7297,4.4,1.6,4.2,0.4,71
3076,66,244,False,69,45,4,25,5,9,5,0,2,58,13700,2.64,0.24,1.8,0.2,5
3077,31,233,False,56,316,7,34,4,14,16,0,0,55,15775,0.9117647058823529,0.20588235294117646,9.294117647058824,0.47058823529411764,50
3078,47,195,False,124,218,21,22,0,22,35,0,20,47,12746,2.1363636363636362,1.8636363636363635,9.909090909090908,1.5909090909090908,93
3079,75,167,False,84,10,50,22,2,11,19,0,14,75,11057,3.409090909090909,2.909090909090909,0.45454545454545453,0.8636363636363636,32
3080,34,113,False,31,14,31,11,0,7,12,12,0,42,7250,3.090909090909091,2.8181818181818183,1.2727272727272727,1.0909090909090908,111
3081,50,177,False,56,59,36,20,9,15,11,0,2,71,12128,2.5,1.9,2.95,0.55,56
3082,44,191,False,194,430,46,44,0,16,31,0,10,89,20995,1.0,1.2727272727272727,9.772727272727273,0.7045454545454546,54
3083,75,179,False,152,172,9,31,5,11,18,9,40,67,16998,2.4193548387096775,1.5806451612903225,5.548387096774194,0.5806451612903226,136
3084,44,95,False,52,228,34,15,14,22,22,8,4,46,10284,2.933333333333333,2.533333333333333,15.2,1.4666666666666666,24
3085,57,128,True,94,72,38,19,8,14,9,4,0,100,11867,3.0,2.0,3.789473684210526,0.47368421052631576,2
3086,62,161,False,163,104,8,28,32,11,26,5,28,63,16848,2.2142857142857144,1.2857142857142858,3.7142857142857144,0.9285714285714286,3
3087,42,97,False,97,0,0,8,2,6,8,0,8,71,6163,5.25,1.0,0.0,1.0,19
3089,51,153,False,107,8,22,17,32,13,27,4,52,92,11004,3.0,4.352941176470588,0.47058823529411764,1.588235294117647,128
3090,49,144,False,89,58,68,16,11,8,13,1,6,59,9366,3.0625,4.625,3.625,0.8125,27
3091,95,147,False,228,148,11,51,29,10,13,5,14,46,24437,1.8627450980392157,0.49019607843137253,2.9019607843137254,0.2549019607843137,4
3092,55,153,False,137,29,28,17,9,11,8,1,10,61,9555,3.235294117647059,2.235294117647059,1.7058823529411764,0.47058823529411764,16
3093,24,178,False,12,0,3,15,0,6,12,4,2,38,7256,1.6,0.3333333333333333,0.0,0.8,12
3094,76,190,False,127,62,24,15,0,11,13,0,14,63,10271,5.066666666666666,2.533333333333333,4.133333333333334,0.8666666666666667,14
3096,36,167,False,37,16,25,12,0,13,6,5,12,33,7968,3.0,3.0833333333333335,1.3333333333333333,0.5,31
3097,49,135,False,62,102,41,19,0,9,19,6,10,122,10952,2.5789473684210527,2.6842105263157894,5.368421052631579,1.0,4
3098,43,153,False,87,64,30,22,0,21,6,6,22,80,11968,1.9545454545454546,2.3636363636363638,2.909090909090909,0.2727272727272727,20
3099,32,121,False,35,14,27,10,0,7,8,0,4,45,6170,3.2,3.1,1.4,0.8,50
3100,36,195,False,98,71,61,11,0,28,28,0,6,46,7590,3.272727272727273,6.090909090909091,6.454545454545454,2.5454545454545454,2
3101,53,170,False,129,104,12,15,0,9,10,10,16,50,10633,3.533333333333333,1.8666666666666667,6.933333333333334,0.6666666666666666,66
3103,43,191,False,36,104,33,24,0,13,4,0,4,78,12209,1.7916666666666667,1.5416666666666667,4.333333333333333,0.16666666666666666,13
3104,33,166,False,102,68,16,17,4,8,8,0,6,50,8743,1.9411764705882353,1.2941176470588236,4.0,0.47058823529411764,63
3105,37,141,True,129,5,43,22,0,18,21,2,54,70,13312,1.6818181818181819,4.409090909090909,0.22727272727272727,0.9545454545454546,145
3107,45,148,False,116,48,94,15,4,24,28,0,12,83,9695,3.0,7.066666666666666,3.2,1.8666666666666667,10
3108,39,125,False,198,4,36,14,0,30,24,0,12,34,10366,2.7857142857142856,3.4285714285714284,0.2857142857142857,1.7142857142857142,31
3109,58,140,False,195,250,11,29,14,17,20,0,6,64,16382,2.0,0.5862068965517241,8.620689655172415,0.6896551724137931,158
3110,34,100,False,42,14,26,10,0,8,8,3,4,70,6383,3.4,3.0,1.4,0.8,12
3111,33,213,False,110,64,6,15,11,11,12,0,8,81,9215,2.2,0.9333333333333333,4.266666666666667,0.8,12
3112,124,259,False,255,85,21,37,16,15,23,12,26,74,20250,3.3513513513513513,1.2702702702702702,2.2972972972972974,0.6216216216216216,49
3113,85,94,False,89,112,19,28,4,19,30,3,4,77,19221,3.0357142857142856,0.8214285714285714,4.0,1.0714285714285714,29
3114,73,205,False,244,356,28,24,28,14,24,0,0,65,12865,3.0416666666666665,1.1666666666666667,14.833333333333334,1.0,15
3116,48,113,False,85,91,26,20,9,12,12,0,0,60,10685,2.4,1.3,4.55,0.6,7
3117,47,1,False,64,22,38,15,6,19,8,0,6,65,9525,3.1333333333333333,2.933333333333333,1.4666666666666666,0.5333333333333333,23
3119,25,152,False,59,56,27,23,1,13,7,0,0,50,9905,1.0869565217391304,1.173913043478261,2.4347826086956523,0.30434782608695654,10
3120,59,162,False,200,105,18,17,0,13,5,0,0,64,10487,3.4705882352941178,1.0588235294117647,6.176470588235294,0.29411764705882354,3
3121,46,1,False,97,6,6,12,32,10,16,11,2,98,8900,3.8333333333333335,0.6666666666666666,0.5,1.3333333333333333,2852
3122,77,145,False,164,50,42,17,5,10,10,0,2,57,9908,4.529411764705882,2.588235294117647,2.9411764705882355,0.5882352941176471,34
3123,65,145,False,180,428,42,43,7,14,13,0,0,68,21215,1.5116279069767442,0.9767441860465116,9.953488372093023,0.3023255813953488,7
3124,50,109,False,75,112,4,19,17,9,8,3,0,42,10929,2.6315789473684212,0.21052631578947367,5.894736842105263,0.42105263157894735,21
3125,86,208,False,96,18,39,21,19,9,18,0,2,44,10984,4.095238095238095,1.9523809523809523,0.8571428571428571,0.8571428571428571,1
3126,25,1,False,40,165,4,14,7,12,13,9,2,104,11376,1.7857142857142858,0.42857142857142855,11.785714285714286,0.9285714285714286,430
3127,67,1,False,59,80,0,11,2,7,6,0,0,81,7204,6.090909090909091,0.0,7.2727272727272725,0.5454545454545454,247
3128,83,207,False,83,5,0,14,0,8,13,0,0,33,9880,5.928571428571429,0.0,0.35714285714285715,0.9285714285714286,17
3129,42,114,False,104,74,38,11,0,10,18,3,10,67,6931,3.8181818181818183,4.363636363636363,6.7272727272727275,1.6363636363636365,5
3130,47,107,False,143,108,82,22,6,20,25,1,4,67,12115,2.1363636363636362,3.909090909090909,4.909090909090909,1.1363636363636365,69
3131,38,143,False,52,34,36,20,0,9,18,14,8,67,15204,1.9,2.2,1.7,0.9,19
3132,46,126,False,61,193,0,28,0,10,8,3,0,45,15427,1.6428571428571428,0.0,6.892857142857143,0.2857142857142857,8
3133,38,147,False,113,14,31,12,27,8,12,0,24,71,9025,3.1666666666666665,4.583333333333333,1.1666666666666667,1.0,73
3134,54,119,True,85,130,11,23,8,10,17,3,2,55,13621,2.347826086956522,0.5652173913043478,5.6521739130434785,0.7391304347826086,10
3135,62,177,True,161,34,11,24,3,12,14,0,18,88,8743,2.5833333333333335,1.2083333333333333,1.4166666666666667,0.5833333333333334,48
3136,41,140,False,176,88,36,14,0,22,32,0,48,83,8676,2.9285714285714284,6.0,6.285714285714286,2.2857142857142856,124
3137,42,152,False,34,108,14,32,15,14,20,0,2,23,13407,1.3125,0.5,3.375,0.625,233
3138,44,103,False,39,20,28,10,2,8,6,0,0,53,6759,4.4,2.8,2.0,0.6,10
3139,54,181,False,115,32,0,33,4,6,5,0,2,79,20617,1.6363636363636365,0.06060606060606061,0.9696969696969697,0.15151515151515152,14
3140,50,126,False,121,39,19,24,0,10,14,0,10,48,12930,2.0833333333333335,1.2083333333333333,1.625,0.5833333333333334,16
3141,58,195,True,151,54,68,28,1,11,23,2,12,67,16533,2.0714285714285716,2.857142857142857,1.9285714285714286,0.8214285714285714,4
3142,48,137,False,96,54,11,15,0,10,13,0,0,33,9869,3.2,0.7333333333333333,3.6,0.8666666666666667,19
3145,61,223,False,129,267,13,20,0,24,42,4,6,88,11612,3.05,0.95,13.35,2.1,100
3146,80,244,False,198,468,52,38,0,28,28,0,0,86,18829,2.1052631578947367,1.368421052631579,12.31578947368421,0.7368421052631579,3
3147,58,136,True,132,162,61,24,7,13,17,0,12,57,15996,2.4166666666666665,3.0416666666666665,6.75,0.7083333333333334,20
3148,37,144,False,137,379,31,37,0,9,13,0,2,55,20153,1.0,0.8918918918918919,10.243243243243244,0.35135135135135137,15
3149,33,104,False,86,170,12,20,15,11,15,0,2,54,11933,1.65,0.7,8.5,0.75,5
3151,59,140,False,150,18,45,21,15,17,22,0,2,56,12480,2.8095238095238093,2.238095238095238,0.8571428571428571,1.0476190476190477,167
3152,13,108,False,61,88,6,13,3,10,8,0,2,71,7469,1.0,0.6153846153846154,6.769230769230769,0.6153846153846154,0
3153,41,151,False,74,12,25,16,9,10,11,0,10,85,7349,2.5625,2.1875,0.75,0.6875,6
3155,34,117,False,129,276,48,37,6,11,12,0,2,78,14296,0.918918918918919,1.3513513513513513,7.45945945945946,0.32432432432432434,4
3156,20,197,False,68,8,18,15,0,9,5,0,0,122,7180,1.3333333333333333,1.2,0.5333333333333333,0.3333333333333333,15
3158,32,187,True,36,120,18,15,3,10,15,7,0,57,8307,2.1333333333333333,1.2,8.0,1.0,4
3159,41,172,True,138,160,0,30,0,8,20,1,2,62,13607,1.3666666666666667,0.06666666666666667,5.333333333333333,0.6666666666666666,6
3160,47,157,False,89,254,29,32,0,11,15,2,2,77,14273,1.46875,0.96875,7.9375,0.46875,14
3161,48,84,False,54,33,0,13,5,9,7,0,28,74,7399,3.6923076923076925,2.1538461538461537,2.5384615384615383,0.5384615384615384,38
3162,34,185,False,44,26,21,11,12,11,8,0,0,101,7537,3.090909090909091,1.9090909090909092,2.3636363636363638,0.7272727272727273,132
3164,59,185,False,164,36,24,11,52,6,18,2,12,58,8322,5.363636363636363,3.272727272727273,3.272727272727273,1.6363636363636365,92
3165,43,132,False,122,14,29,13,0,9,12,0,6,101,8752,3.3076923076923075,2.6923076923076925,1.0769230769230769,0.9230769230769231,49
3166,46,130,False,165,12,70,19,0,13,11,5,16,96,12081,2.4210526315789473,4.526315789473684,0.631578947368421,0.5789473684210527,10
3167,71,126,False,64,129,31,18,0,10,13,0,20,69,12190,3.9444444444444446,2.8333333333333335,7.166666666666667,0.7222222222222222,33
3168,42,166,False,34,68,19,13,0,10,10,0,0,30,7909,3.230769230769231,1.4615384615384615,5.230769230769231,0.7692307692307693,2
3169,78,198,False,83,108,4,25,8,8,10,0,2,30,9748,3.12,0.24,4.32,0.4,61
3170,34,191,False,68,2,18,11,0,8,11,2,10,49,7866,3.090909090909091,2.5454545454545454,0.18181818181818182,1.0,68
3171,39,149,False,135,276,24,36,4,13,16,0,4,25,15748,1.0833333333333333,0.7777777777777778,7.666666666666667,0.4444444444444444,8
3172,32,214,False,26,88,39,20,42,17,12,0,2,49,12545,1.6,2.05,4.4,0.6,1
3173,59,0,False,142,90,32,28,12,14,20,0,0,69,16419,2.107142857142857,1.1428571428571428,3.2142857142857144,0.7142857142857143,34
3174,30,235,False,68,134,21,31,0,11,23,0,2,80,10484,0.967741935483871,0.7419354838709677,4.32258064516129,0.7419354838709677,37
3177,48,133,False,114,180,18,32,0,13,15,0,6,61,13526,1.5,0.75,5.625,0.46875,15
3178,42,160,False,55,10,143,17,0,15,12,0,6,96,9721,2.4705882352941178,8.764705882352942,0.5882352941176471,0.7058823529411765,52
3179,43,158,False,137,70,40,19,0,13,15,0,0,66,11408,2.263157894736842,2.1052631578947367,3.6842105263157894,0.7894736842105263,113
3180,32,125,False,84,118,20,12,7,10,10,0,4,43,8133,2.6666666666666665,2.0,9.833333333333334,0.8333333333333334,5
3181,21,169,False,96,56,4,14,0,11,4,0,0,54,10230,1.5,0.2857142857142857,4.0,0.2857142857142857,5
3183,47,148,False,129,12,173,16,0,31,52,0,32,49,10925,2.9375,12.8125,0.75,3.25,25
3184,57,149,False,262,56,6,22,0,26,42,0,0,69,14601,2.590909090909091,0.2727272727272727,2.5454545454545454,1.9090909090909092,247
3185,69,167,False,59,16,9,14,0,7,17,0,18,49,8211,4.928571428571429,1.9285714285714286,1.1428571428571428,1.2142857142857142,190
3186,39,104,False,110,112,104,19,38,20,22,2,76,34,9769,2.0526315789473686,9.473684210526315,5.894736842105263,1.1578947368421053,140
3187,50,141,False,12,0,3,22,0,5,11,4,2,68,11628,2.272727272727273,0.22727272727272727,0.0,0.5,127
3188,50,141,False,39,189,14,40,2,9,14,0,10,57,17086,1.25,0.6,4.725,0.35,187
3189,54,138,False,182,128,22,19,7,11,28,3,8,99,11973,2.8421052631578947,1.5789473684210527,6.7368421052631575,1.4736842105263157,13
3190,62,172,False,71,42,21,11,0,6,10,0,0,77,7285,5.636363636363637,1.9090909090909092,3.8181818181818183,0.9090909090909091,8
3191,38,132,False,73,74,41,16,0,10,12,0,12,73,8667,2.375,3.3125,4.625,0.75,55
3192,59,198,False,79,16,26,15,1,10,8,0,4,57,9198,3.933333333333333,2.0,1.0666666666666667,0.5333333333333333,6
3193,61,149,False,91,22,27,16,0,12,18,0,10,73,10144,3.8125,2.3125,1.375,1.125,88
3194,48,168,False,70,54,30,15,0,12,11,0,8,42,9095,3.2,2.533333333333333,3.6,0.7333333333333333,64
3195,31,123,False,93,88,5,11,2,8,17,0,6,72,7387,2.8181818181818183,1.0,8.0,1.5454545454545454,255
3196,69,146,False,76,4,19,17,1,14,16,2,0,62,10359,4.0588235294117645,1.1176470588235294,0.23529411764705882,0.9411764705882353,20
3197,44,125,True,117,121,0,14,1,9,12,3,0,85,7790,3.142857142857143,0.0,8.642857142857142,0.8571428571428571,15
3198,51,118,False,88,37,26,24,1,14,13,0,0,51,9819,2.125,1.0833333333333333,1.5416666666666667,0.5416666666666666,8
3199,21,105,False,51,45,10,11,0,7,3,0,0,73,6902,1.9090909090909092,0.9090909090909091,4.090909090909091,0.2727272727272727,3
3200,39,83,False,64,136,5,25,16,11,14,0,0,60,11534,1.56,0.2,5.44,0.56,12
3201,51,148,False,124,128,24,15,0,12,8,2,0,69,9066,3.4,1.6,8.533333333333333,0.5333333333333333,80
3202,97,151,True,103,210,9,28,3,16,28,0,2,78,16984,3.4642857142857144,0.39285714285714285,7.5,1.0,380
3203,65,137,True,172,36,16,15,3,10,6,0,12,46,8921,4.333333333333333,1.8666666666666667,2.4,0.4,87
3204,32,218,False,65,73,45,23,0,7,11,0,2,46,9547,1.391304347826087,2.0434782608695654,3.1739130434782608,0.4782608695652174,35
3205,75,135,False,91,130,93,21,3,14,24,19,0,73,13949,3.5714285714285716,4.428571428571429,6.190476190476191,1.1428571428571428,60
3206,21,275,False,114,117,0,21,4,9,3,0,0,62,10103,1.0,0.0,5.571428571428571,0.14285714285714285,26
3207,33,106,False,60,32,19,13,3,10,7,4,0,47,8515,2.5384615384615383,1.4615384615384615,2.4615384615384617,0.5384615384615384,12
3208,30,172,False,56,56,0,10,0,4,7,0,0,74,8015,3.0,0.0,5.6,0.7,11
3209,48,179,False,74,186,41,28,0,12,24,3,10,49,14532,1.7142857142857142,1.8214285714285714,6.642857142857143,0.8571428571428571,5
3210,127,131,True,282,48,121,42,1,8,9,13,8,70,22154,3.0238095238095237,3.0714285714285716,1.1428571428571428,0.21428571428571427,33
3211,42,190,True,165,68,12,18,14,18,29,4,22,68,11391,2.3333333333333335,1.8888888888888888,3.7777777777777777,1.6111111111111112,37
3212,17,103,False,28,162,9,26,5,11,5,2,0,94,10951,0.6538461538461539,0.34615384615384615,6.230769230769231,0.19230769230769232,15
3213,30,121,False,56,20,12,10,0,8,2,0,8,25,7062,3.0,2.0,2.0,0.2,168
3214,61,112,False,162,12,73,30,16,13,18,0,2,61,16560,2.033333333333333,2.5,0.4,0.6,72
3215,30,80,False,96,70,60,10,6,9,17,4,12,68,6251,3.0,7.2,7.0,1.7,386
3216,46,103,False,86,40,51,16,0,11,7,0,0,56,8712,2.875,3.1875,2.5,0.4375,77
3217,45,155,False,98,150,48,28,24,24,20,0,12,23,13202,1.6071428571428572,2.142857142857143,5.357142857142857,0.7142857142857143,9
3218,43,160,False,55,30,31,16,8,15,12,0,10,69,9103,2.6875,2.5625,1.875,0.75,73
3219,81,164,False,156,344,17,47,8,9,27,0,2,121,20451,1.7234042553191489,0.40425531914893614,7.319148936170213,0.574468085106383,23
3220,43,186,False,151,216,31,29,0,16,17,0,8,61,15898,1.4827586206896552,1.3448275862068966,7.448275862068965,0.5862068965517241,170
3221,49,110,False,81,20,18,15,15,11,16,0,2,58,10923,3.2666666666666666,1.3333333333333333,1.3333333333333333,1.0666666666666667,134
3222,30,184,False,11,276,10,22,0,17,8,5,0,42,14233,1.3636363636363635,0.45454545454545453,12.545454545454545,0.36363636363636365,8
3223,66,182,False,89,388,15,38,10,12,37,0,4,72,21860,1.736842105263158,0.5,10.210526315789474,0.9736842105263158,41
3226,53,167,False,52,51,33,18,0,15,6,0,12,59,12872,2.9444444444444446,2.5,2.8333333333333335,0.3333333333333333,25
3227,29,107,False,25,80,42,13,0,8,7,0,4,30,7656,2.230769230769231,3.5384615384615383,6.153846153846154,0.5384615384615384,34
3228,49,198,False,44,2,18,12,0,8,2,0,4,49,8141,4.083333333333333,1.8333333333333333,0.16666666666666666,0.16666666666666666,89
3229,66,151,False,133,409,17,42,7,14,30,11,50,87,19441,1.5714285714285714,1.5952380952380953,9.738095238095237,0.7142857142857143,2
3230,59,108,True,101,114,58,29,4,11,9,0,12,80,16226,2.0344827586206895,2.413793103448276,3.9310344827586206,0.3103448275862069,28
3231,46,176,False,166,16,15,20,0,9,14,0,20,50,12216,2.3,1.75,0.8,0.7,104
3232,47,161,False,48,48,15,14,0,14,6,0,8,74,8444,3.357142857142857,1.6428571428571428,3.4285714285714284,0.42857142857142855,2194
3233,28,142,False,156,92,6,17,0,11,6,0,4,71,9267,1.6470588235294117,0.5882352941176471,5.411764705882353,0.35294117647058826,13
3234,41,136,False,36,194,18,17,0,16,9,0,0,66,10955,2.411764705882353,1.0588235294117647,11.411764705882353,0.5294117647058824,68
3235,66,140,False,114,22,42,18,0,16,8,0,12,67,11676,3.6666666666666665,3.0,1.2222222222222223,0.4444444444444444,63
3236,40,132,False,90,130,31,32,27,12,15,3,4,54,20326,1.25,1.09375,4.0625,0.46875,1
3237,61,108,False,136,48,52,16,6,15,17,2,0,87,9630,3.8125,3.25,3.0,1.0625,13
3238,41,180,True,80,12,47,16,1,11,16,3,28,42,10877,2.5625,4.6875,0.75,1.0,125
3240,54,181,False,244,24,30,19,0,24,16,0,0,49,10353,2.8421052631578947,1.5789473684210527,1.263157894736842,0.8421052631578947,14
3241,63,189,False,57,32,21,30,0,9,9,0,14,54,6820,2.1,1.1666666666666667,1.0666666666666667,0.3,31
3242,48,154,False,152,174,18,23,0,21,10,0,4,21,13079,2.0869565217391304,0.9565217391304348,7.565217391304348,0.43478260869565216,33
3245,25,78,False,106,47,5,11,8,5,9,0,0,45,7666,2.272727272727273,0.45454545454545453,4.2727272727272725,0.8181818181818182,18
3246,49,121,False,80,18,23,10,0,7,9,0,2,48,7321,4.9,2.5,1.8,0.9,377
3247,49,147,False,96,50,18,33,9,12,14,0,2,79,21501,1.4848484848484849,0.6060606060606061,1.5151515151515151,0.42424242424242425,5
3248,54,213,False,138,187,66,44,0,9,35,8,10,77,20925,1.2272727272727273,1.7272727272727273,4.25,0.7954545454545454,43
3249,83,150,False,109,18,37,21,2,17,14,0,16,50,11578,3.9523809523809526,2.5238095238095237,0.8571428571428571,0.6666666666666666,2
3251,43,170,True,91,40,82,22,17,9,18,12,12,75,10700,1.9545454545454546,4.2727272727272725,1.8181818181818181,0.8181818181818182,113
3252,43,125,False,79,28,30,18,4,13,11,4,0,83,9076,2.388888888888889,1.6666666666666667,1.5555555555555556,0.6111111111111112,59
3253,52,153,False,151,76,51,25,2,13,23,0,0,63,12102,2.08,2.04,3.04,0.92,178
3254,48,92,False,100,46,15,14,21,10,11,0,4,70,8219,3.4285714285714284,1.3571428571428572,3.2857142857142856,0.7857142857142857,11
3255,50,120,False,142,101,37,24,0,18,27,4,10,103,13140,2.0833333333333335,1.9583333333333333,4.208333333333333,1.125,26
3256,47,104,False,82,100,143,13,0,22,37,4,8,62,9072,3.6153846153846154,11.615384615384615,7.6923076923076925,2.8461538461538463,13
3257,29,126,False,86,28,17,17,0,19,19,0,8,83,10917,1.7058823529411764,1.4705882352941178,1.6470588235294117,1.1176470588235294,10
3259,51,154,True,142,300,51,34,2,17,30,0,16,108,17746,1.5,1.9705882352941178,8.823529411764707,0.8823529411764706,13
3260,20,118,False,53,142,46,29,7,16,14,0,4,54,15027,0.6896551724137931,1.7241379310344827,4.896551724137931,0.4827586206896552,10
3261,41,177,False,282,648,22,30,4,30,6,0,8,42,16196,1.3666666666666667,1.0,21.6,0.2,23
3262,48,196,False,161,29,18,14,2,10,9,0,6,69,8177,3.4285714285714284,1.7142857142857142,2.0714285714285716,0.6428571428571429,5
3263,59,179,False,55,16,21,11,18,7,6,0,14,70,8652,5.363636363636363,3.1818181818181817,1.4545454545454546,0.5454545454545454,70
3264,60,466,False,63,136,69,30,0,12,19,3,2,64,11634,2.0,2.3666666666666667,4.533333333333333,0.6333333333333333,72
3265,66,193,False,111,0,6,19,7,8,10,17,0,60,9427,3.473684210526316,0.3157894736842105,0.0,0.5263157894736842,21
3266,40,128,False,69,156,3,13,7,13,9,0,0,24,8503,3.076923076923077,0.23076923076923078,12.0,0.6923076923076923,14
3267,45,154,False,113,59,12,23,0,11,6,3,4,80,16648,1.9565217391304348,0.6956521739130435,2.5652173913043477,0.2608695652173913,38
3268,31,162,True,56,22,58,15,0,13,6,0,2,49,8336,2.066666666666667,4.0,1.4666666666666666,0.4,16
3270,112,165,False,135,12,211,65,18,11,17,2,16,69,24296,1.7230769230769232,3.4923076923076923,0.18461538461538463,0.26153846153846155,48
3271,11,153,False,21,0,6,4,7,3,3,0,2,60,3029,2.75,2.0,0.0,0.75,87
3272,52,1,False,106,144,19,17,16,10,18,6,2,44,10323,3.0588235294117645,1.2352941176470589,8.470588235294118,1.0588235294117647,13
3274,71,1,False,258,14,34,24,14,8,30,4,32,61,16476,2.9583333333333335,2.75,0.5833333333333334,1.25,4
3275,62,218,False,104,74,8,32,10,15,8,3,2,72,16213,1.9375,0.3125,2.3125,0.25,45
3278,50,218,False,98,71,40,17,21,9,8,0,0,65,9808,2.9411764705882355,2.3529411764705883,4.176470588235294,0.47058823529411764,4
3279,36,96,False,86,16,14,14,1,7,16,0,22,58,8356,2.5714285714285716,2.5714285714285716,1.1428571428571428,1.1428571428571428,63
3280,52,162,False,49,39,13,17,0,11,13,0,26,59,11446,3.0588235294117645,2.2941176470588234,2.2941176470588234,0.7647058823529411,32
3281,30,181,False,81,102,23,18,5,11,6,0,2,65,12326,1.6666666666666667,1.3888888888888888,5.666666666666667,0.3333333333333333,41
3282,39,218,False,157,148,42,23,0,14,4,2,6,61,12611,1.6956521739130435,2.0869565217391304,6.434782608695652,0.17391304347826086,35
3284,29,117,False,78,32,14,14,7,11,8,0,6,60,9137,2.0714285714285716,1.4285714285714286,2.2857142857142856,0.5714285714285714,15
3285,46,157,True,143,54,179,45,8,22,20,6,30,86,39171,1.0222222222222221,4.644444444444445,1.2,0.4444444444444444,33
3286,33,128,False,98,114,39,18,2,13,12,0,2,36,9339,1.8333333333333333,2.2777777777777777,6.333333333333333,0.6666666666666666,10
3287,33,0,False,28,118,7,32,3,9,13,2,0,68,11991,1.03125,0.21875,3.6875,0.40625,12
3288,31,147,False,34,0,27,9,0,8,7,0,0,50,6725,3.4444444444444446,3.0,0.0,0.7777777777777778,136
3289,63,138,False,175,20,29,16,17,11,14,5,26,78,11959,3.9375,3.4375,1.25,0.875,354
3291,63,1,False,74,22,10,17,2,10,23,0,8,88,12491,3.7058823529411766,1.0588235294117647,1.2941176470588236,1.3529411764705883,4
3292,49,182,False,106,40,7,12,0,6,12,0,16,96,8396,4.083333333333333,1.9166666666666667,3.3333333333333335,1.0,16
3293,41,138,False,63,96,71,18,0,11,9,0,8,52,9654,2.2777777777777777,4.388888888888889,5.333333333333333,0.5,39
3294,42,161,False,75,71,51,16,0,11,19,4,16,68,9636,2.625,4.1875,4.4375,1.1875,39
3295,40,143,False,79,10,21,15,0,9,10,0,10,49,9861,2.6666666666666665,2.066666666666667,0.6666666666666666,0.6666666666666666,1
3297,53,143,False,106,26,46,18,25,15,11,0,12,58,10626,2.9444444444444446,3.2222222222222223,1.4444444444444444,0.6111111111111112,29
3299,81,1,False,95,32,14,14,0,9,13,2,14,61,9937,5.785714285714286,2.0,2.2857142857142856,0.9285714285714286,86
3300,46,156,False,72,6,29,20,0,12,24,0,2,56,12579,2.3,1.55,0.3,1.2,785
3301,51,199,False,89,36,28,19,0,14,18,0,0,85,12353,2.6842105263157894,1.4736842105263157,1.894736842105263,0.9473684210526315,16
3302,100,126,False,350,154,9,31,9,17,24,4,16,53,18472,3.225806451612903,0.8064516129032258,4.967741935483871,0.7741935483870968,22
3303,62,167,False,84,34,16,10,0,6,2,0,0,51,9750,6.2,1.6,3.4,0.2,31
3305,26,176,True,68,100,74,12,2,30,26,0,44,64,8660,2.1666666666666665,9.833333333333334,8.333333333333334,2.1666666666666665,31
3306,36,251,False,49,12,27,11,2,5,9,0,10,104,7533,3.272727272727273,3.3636363636363638,1.0909090909090908,0.8181818181818182,27
3307,32,181,False,43,4,33,17,12,10,11,1,18,47,8245,1.8823529411764706,3.0,0.23529411764705882,0.6470588235294118,306
3308,44,195,False,85,4,36,14,0,11,5,0,0,58,8161,3.142857142857143,2.5714285714285716,0.2857142857142857,0.35714285714285715,0
3309,23,174,False,40,573,4,42,5,14,27,4,0,72,20965,0.5476190476190477,0.09523809523809523,13.642857142857142,0.6428571428571429,125
3310,37,171,False,45,34,36,14,0,8,6,2,8,84,7834,2.642857142857143,3.142857142857143,2.4285714285714284,0.42857142857142855,6
3311,44,121,False,158,255,10,32,7,11,13,0,4,94,16518,1.375,0.4375,7.96875,0.40625,78
3313,55,203,False,96,14,54,16,2,9,12,0,8,73,7029,3.4375,3.875,0.875,0.75,5
