corpusid,arxiv_id,title,year,venue,citationcount,referencecount,influentialcitationcount,equations,figures,font,pages,paragraphs,content_references,tables,words,sections,subsections,subsubsections
246431116,2201.12736,No-Regret Learning in Time-Varying Zero-Sum Games,2022,International Conference on Machine Learning,23,37,3,0,0,NimbusRomNo9L,37,0,0,0,24611,0,0,0
252917975,2210.09054,On the Identifiability and Estimation of Causal Location-Scale Noise Models,2022,International Conference on Machine Learning,21,60,7,68,18,NimbusRomNo9L,17,5,215,0,12246,14,7,0
246294831,2201.11413,Exact Optimal Accelerated Complexity for Fixed-Point Iterations,2022,International Conference on Machine Learning,14,107,2,256,40,NimbusRomNo9L,38,9,145,0,18978,14,23,0
246275650,2201.10129,Convergence of Invariant Graph Networks,2022,International Conference on Machine Learning,1,54,0,54,39,NimbusRomNo9L,29,0,119,8,19516,16,15,0
246706260,2202.04870,Online Learning for Min Sum Set Cover and Pandora's Box,2022,International Conference on Machine Learning,9,48,0,0,0,CMR10,31,0,0,0,13203,5,0,0
246706116,2202.04770,Unsupervised Time-Series Representation Learning with Iterative Bilinear Temporal-Spectral Fusion,2022,International Conference on Machine Learning,63,66,11,40,27,NimbusRomNo9L,17,21,127,18,8702,9,6,0
250089222,2206.13510,Structural Entropy Guided Graph Hierarchical Pooling,2022,International Conference on Machine Learning,32,36,2,20,46,NimbusRomNo9L,14,29,85,10,8670,7,10,0
258547335,2210.17224,Improving Graph Neural Networks with Learnable Propagation Operators,2022,International Conference on Machine Learning,2,91,1,52,28,NimbusRomNo9L,20,3,252,36,12027,16,19,0
254044020,2203.11194,Test-time Adaptation with Slot-Centric Models,2022,International Conference on Machine Learning,7,94,0,4,15,NimbusRomNo9L,16,19,176,8,11420,6,5,5
250340904,2208.01724,"A Tighter Analysis of Spectral Clustering, and Beyond",2022,International Conference on Machine Learning,9,31,1,0,22,NimbusRomNo9L,31,0,0,0,12218,1,0,0
248476316,2204.14170,Tractable Uncertainty for Structure Learning,2022,International Conference on Machine Learning,7,40,0,0,0,NimbusRomNo9L,20,0,0,0,13515,1,0,0
248300203,2204.10049,On Distribution Shift in Learning-based Bug Detectors,2022,International Conference on Machine Learning,16,50,1,0,0,NimbusRomNo9L,22,0,0,0,12218,0,0,0
259095442,2212.10439,Policy Gradient in Robust MDPs with Global Convergence Guarantee,2022,International Conference on Machine Learning,5,79,3,322,9,NimbusRomNo9L,35,0,122,0,17450,13,10,0
246824021,2202.05749,Constrained Optimization with Dynamic Bound-scaling for Effective NLPBackdoor Defense,2022,International Conference on Machine Learning,21,61,1,0,0,NimbusRomNo9L,13,0,0,0,9194,0,0,0
252735331,2210.02775,Paging with Succinct Predictions,2022,International Conference on Machine Learning,3,49,1,28,0,CMR10,18,16,52,0,11399,5,5,0
249848228,2206.08450,Active Fairness Auditing,2022,International Conference on Machine Learning,13,40,1,0,0,NimbusRomNo9L,34,0,0,0,21869,5,0,0
249209970,2205.15752,Hierarchies of Reward Machines,2022,International Conference on Machine Learning,4,77,0,76,51,NimbusRomNo9L,48,7,193,16,35020,13,13,10
246904587,2202.08333,Self-Supervised Representation Learning via Latent Graph Prediction,2022,International Conference on Machine Learning,16,68,1,52,6,NimbusRomNo9L,18,13,135,20,12319,12,10,0
249191889,2205.14232,Competitive Gradient Optimization,2022,International Conference on Machine Learning,1,45,0,0,0,SFRM1095,44,0,0,0,15326,0,0,0
250072514,2206.13035,A General Recipe for Likelihood-free Bayesian Optimization,2022,International Conference on Machine Learning,13,76,3,0,0,NimbusRomNo9L,21,0,0,0,12141,1,0,0
252715477,2210.02271,Extending Conformal Prediction to Hidden Markov Models with Exact Validity via de Finetti's Theorem for Markov Chains,2022,International Conference on Machine Learning,4,33,1,46,9,NimbusRomNo9L,14,0,37,2,10781,10,9,0
252531657,2209.12782,Learning GFlowNets from partial episodes for improved convergence and stability,2022,International Conference on Machine Learning,45,53,2,32,45,NimbusRomNo9L,17,15,138,4,10814,12,8,4
246608231,2202.01889,Generalizing to New Physical Systems via Context-Informed Dynamics Model,2022,International Conference on Machine Learning,14,64,5,65,26,NimbusRomNo9L,19,20,147,2,13790,14,19,4
246652115,2202.03483,MAML and ANIL Provably Learn Representations,2022,International Conference on Machine Learning,21,0,3,0,0,CMR10,98,0,0,0,35316,1,0,0
250243818,2207.00046,Performative Reinforcement Learning,2022,International Conference on Machine Learning,10,60,0,0,0,SFRM1095,47,0,6,0,20378,0,0,0
249890440,2206.09337,Learning Multiscale Transformer Models for Sequence Generation,2022,International Conference on Machine Learning,7,61,1,8,24,NimbusRomNo9L,17,18,90,16,10346,11,13,0
259095885,2206.12977,Adversarially Robust PAC Learnability of Real-Valued Functions,2022,International Conference on Machine Learning,1,70,0,240,0,SFRM1000,30,10,114,0,16955,11,3,0
249192339,2205.15008,Efficient Transformed Gaussian Processes for Non-Stationary Dependent Multi-class Classification,2022,International Conference on Machine Learning,4,61,1,0,0,NimbusRomNo9L,33,0,0,0,18106,0,0,0
246430223,2201.13117,Continual Repeated Annealed Flow Transport Monte Carlo,2022,International Conference on Machine Learning,22,39,2,118,12,NimbusRomNo9L,24,0,106,0,13563,15,9,0
254125275,2212.00781,Second-order optimization with lazy Hessians,2022,International Conference on Machine Learning,7,40,1,15,14,NimbusRomNo9L,24,6,49,4,13271,16,8,0
246823084,2202.05780,A Modern Self-Referential Weight Matrix That Learns to Modify Itself,2022,International Conference on Machine Learning,18,76,0,6,23,NimbusRomNo9L,18,24,212,20,12136,11,10,0
246680340,2202.04357,Generalized Strategic Classification and the Case of Aligned Incentives,2022,International Conference on Machine Learning,11,37,1,0,0,NimbusRomNo9L,26,0,0,0,14338,0,0,0
250360902,2207.12203,Improving Adversarial Robustness via Mutual Information Estimation,2022,International Conference on Machine Learning,7,46,0,52,21,NimbusRomNo9L,15,0,57,12,9246,11,9,4
250451099,2207.05543,Markovian Gaussian Process Variational Autoencoders,2022,International Conference on Machine Learning,3,74,0,8,42,NimbusRomNo9L,24,21,222,0,12118,10,13,0
249282226,2206.01202,Unveiling The Mask of Position-Information Pattern Through the Mist of Image Features,2022,International Conference on Machine Learning,2,34,0,0,0,NimbusRomNo9L,18,0,3,0,8222,2,4,0
246823434,2202.06317,Off-Policy Evaluation for Large Action Spaces via Embeddings,2022,International Conference on Machine Learning,26,71,6,34,6,NimbusRomNo9L,34,7,41,0,16692,6,5,2
248965046,2205.09991,Planning with Diffusion for Flexible Behavior Synthesis,2022,International Conference on Machine Learning,216,76,50,0,0,NimbusRomNo9L,14,0,0,0,8458,0,0,0
255186282,2212.13468,"Fundamental Limits of Two-layer Autoencoders, and Achieving Them with Gradient Methods",2022,International Conference on Machine Learning,2,76,1,619,43,CMR10,67,25,69,0,30061,14,4,4
249191858,2205.15196,PAC Generalization via Invariant Representations,2022,International Conference on Machine Learning,3,37,0,8,4,SFRM1095,26,0,40,0,12068,6,7,3
248157551,2204.06507,Out-of-distribution Detection with Deep Nearest Neighbors,2022,International Conference on Machine Learning,205,79,55,4,9,NimbusRomNo9L,14,21,135,12,9590,9,2,0
246706224,2202.05265,Image-to-Image Regression with Distribution-Free Uncertainty Quantification and Applications in Imaging,2022,International Conference on Machine Learning,50,81,8,32,38,CMR10,16,0,53,0,8533,5,8,4
246634733,2202.02837,A new similarity measure for covariate shift with applications to nonparametric regression,2022,International Conference on Machine Learning,16,31,1,149,5,SFRM1095,22,17,27,2,11885,6,15,3
249625761,2206.06232,Towards Understanding Sharpness-Aware Minimization,2022,International Conference on Machine Learning,73,48,13,184,87,NimbusRomNo9L,30,0,160,0,17130,12,17,2
246823673,2202.05607,Online Decision Transformer,2022,International Conference on Machine Learning,116,67,16,0,0,NimbusRomNo9L,18,1,1,0,11954,1,2,1
248218551,2204.07258,Causal Transformer for Estimating Counterfactual Outcomes,2022,International Conference on Machine Learning,42,68,4,96,21,NimbusRomNo9L,37,21,133,26,19267,21,23,0
252762196,2210.03297,Preprocessors Matter! Realistic Decision-Based Attacks on Machine Learning Systems,2022,International Conference on Machine Learning,4,51,0,0,0,NimbusRomNo9L,25,0,0,0,14162,0,1,0
246473026,2202.01129,Structure-preserving GANs,2022,International Conference on Machine Learning,10,80,2,210,76,NimbusRomNo9L,39,2,102,18,18414,11,19,2
250360869,2212.14032,On Implicit Bias in Overparameterized Bilevel Optimization,2022,International Conference on Machine Learning,26,102,0,25,31,SFRM1000,34,23,131,6,16045,7,6,1
254564175,2212.05088,Cyclic Block Coordinate Descent With Variance Reduction for Composite Nonconvex Optimization,2022,International Conference on Machine Learning,4,71,1,248,27,NimbusRomNo9L,29,6,104,2,13679,10,3,0
253420756,2211.04974,Leveraging Offline Data in Online Reinforcement Learning,2022,International Conference on Machine Learning,18,91,2,0,0,CMR10,54,0,0,0,23618,0,0,0
246430466,2201.13419,Agnostic Learnability of Halfspaces via Logistic Loss,2022,International Conference on Machine Learning,3,34,0,484,0,CMR10,38,5,95,0,16621,9,11,0
246680014,2202.04593,Stochastic Contextual Dueling Bandits under Linear Stochastic Transitivity Models,2022,International Conference on Machine Learning,6,40,0,114,19,NimbusRomNo9L,24,5,104,4,13948,11,8,4
254069358,2211.16327,On the power of foundation models,2022,International Conference on Machine Learning,11,83,0,5,0,NimbusRomNo9L,14,0,83,0,9880,8,13,0
258999710,2202.11592,A Law of Robustness beyond Isoperimetry,2022,International Conference on Machine Learning,1,39,0,138,0,NimbusRomNo9L,17,0,87,0,11153,8,14,1
235825901,2201.04021,Optimization Planning for 3D ConvNets,2022,International Conference on Machine Learning,6,56,0,16,24,NimbusRomNo9L,11,0,127,18,7945,6,8,0
250340963,2207.03600,Individual Preference Stability for Clustering,2022,International Conference on Machine Learning,5,69,0,0,0,CMR10,60,3,44,0,22915,2,1,0
258832853,2207.06046,Learning Deep Time-index Models for Time Series Forecasting,2022,International Conference on Machine Learning,7,65,2,9,1,NimbusRomNo9L,21,8,86,0,12240,6,6,0
248299695,2204.09772,A Hierarchical Bayesian Approach to Inverse Reinforcement Learning with Symbolic Reward Machines,2022,International Conference on Machine Learning,4,49,0,0,0,NimbusRomNo9L,19,0,0,0,12198,0,0,0
258887708,2209.12016,Mastering the Unsupervised Reinforcement Learning Benchmark from Pixels,2022,International Conference on Machine Learning,6,65,1,20,50,NimbusRomNo9L,20,11,181,2,10803,18,8,0
249282594,2206.00830,Progressive Purification for Instance-Dependent Partial Label Learning,2022,International Conference on Machine Learning,3,61,0,68,9,NimbusRomNo9L,15,0,84,14,8640,7,11,0
256389887,2210.13983,Optimization for Amortized Inverse Problems,2022,International Conference on Machine Learning,1,65,0,4,1,NimbusRomNo9L,23,0,0,0,11560,0,0,0
246823533,2202.05567,Shuffle Private Linear Contextual Bandits,2022,International Conference on Machine Learning,14,59,0,124,4,NimbusRomNo9L,32,1,84,0,15572,11,16,0
256627189,2202.08728,Nonparametric Extensions of Randomized Response for Private Confidence Sets,2022,International Conference on Machine Learning,2,78,0,0,0,CMR10,50,0,0,0,24984,0,0,0
254070067,2211.15897,Learning Antidote Data to Individual Unfairness,2022,International Conference on Machine Learning,2,52,0,26,9,NimbusRomNo9L,14,28,100,16,9107,10,5,0
253237344,2210.16658,Perturbation Analysis of Neural Collapse,2022,International Conference on Machine Learning,11,33,0,198,58,NimbusRomNo9L,29,0,72,2,16956,12,5,0
250311505,2207.02446,Nonparametric Factor Trajectory Learning for Dynamic Tensor Decomposition,2022,International Conference on Machine Learning,3,35,0,0,3,NimbusRomNo9L,11,0,12,2,8309,6,12,4
248862939,2205.08803,Markov Chain Monte Carlo for Continuous-Time Switching Dynamical Systems,2022,International Conference on Machine Learning,0,60,0,394,12,NimbusRomNo9L,24,15,65,0,12017,9,11,2
256389894,2206.03597,Meta-learning Parameterized Skills,2022,International Conference on Machine Learning,1,69,0,27,60,NimbusRomNo9L,22,0,118,6,13614,8,16,5
249192018,2205.14959,Dataset Condensation via Efficient Synthetic-Data Parameterization,2022,International Conference on Machine Learning,60,40,20,27,60,NimbusRomNo9L,17,13,160,28,11233,14,20,0
249890240,2206.09016,Path-Gradient Estimators for Continuous Normalizing Flows,2022,International Conference on Machine Learning,9,30,0,94,20,NimbusRomNo9L,15,6,119,10,8266,12,8,0
248941959,2206.06593,On Finite-Sample Identifiability of Contrastive Learning-Based Nonlinear Independent Component Analysis,2022,International Conference on Machine Learning,1,50,0,183,12,NimbusRomNo9L,19,12,67,0,10973,9,10,2
247025560,2202.10606,No-Regret Learning in Partially-Informed Auctions,2022,International Conference on Machine Learning,6,39,2,0,0,NimbusRomNo9L,17,0,0,0,10369,1,0,0
249889945,2206.09914,A Langevin-like Sampler for Discrete Distributions,2022,International Conference on Machine Learning,21,62,5,110,48,NimbusRomNo9L,22,16,106,8,13160,18,13,2
246472957,2202.00821,Optimizing Sequential Experimental Design with Deep Reinforcement Learning,2022,International Conference on Machine Learning,19,50,4,0,0,NimbusRomNo9L,22,0,0,0,11838,0,0,0
249921233,2202.02433,Versatile Offline Imitation from Observations and Examples via Regularized State-Occupancy Matching,2022,International Conference on Machine Learning,13,47,5,158,46,NimbusRomNo9L,25,0,70,10,12655,17,22,0
248987544,2205.11172,How Powerful are Spectral Graph Neural Networks,2022,International Conference on Machine Learning,78,47,17,218,21,NimbusRomNo9L,22,0,124,20,12746,22,35,0
248505704,2205.01397,Data Determines Distributional Robustness in Contrastive Language Image Pre-training (CLIP),2022,International Conference on Machine Learning,74,41,6,0,0,CMR10,23,1,0,0,9218,0,0,0
253734808,2211.11030,Adversarial Cheap Talk,2022,International Conference on Machine Learning,8,52,1,15,55,NimbusRomNo9L,25,2,99,10,9532,16,15,0
257767075,2202.13603,Optimal Online Generalized Linear Regression with Stochastic Noise and Its Application to Heteroscedastic Bandits,2022,International Conference on Machine Learning,0,49,0,172,10,CMR10,27,1,126,0,11027,10,13,3
250340918,2207.13887,Adaptive Second Order Coresets for Data-efficient Machine Learning,2022,International Conference on Machine Learning,37,43,5,6,0,NimbusRomNo9L,22,0,0,0,12815,1,0,0
247154790,2202.12846,An initial alignment between neural network and target is needed for gradient descent to learn,2022,International Conference on Machine Learning,14,17,0,162,9,PLRoman10,26,5,28,0,10951,11,5,2
247447316,2203.06211,Staged Training for Transformer Language Models,2022,International Conference on Machine Learning,21,31,2,34,13,NimbusRomNo9L,15,11,56,0,9181,8,8,2
250340803,2207.05302,Causal Conceptions of Fairness and their Consequences,2022,International Conference on Machine Learning,33,73,1,538,5,NimbusRomNo9L,40,6,111,0,31039,13,14,4
255372436,2301.00006,Recovering Top-Two Answers and Confusion Probability in Multi-Choice Crowdsourcing,2022,International Conference on Machine Learning,1,47,0,2,0,NimbusRomNo9L,33,0,0,0,19339,0,0,0
247158683,2202.13711,Evaluating the Adversarial Robustness of Adaptive Test-time Defenses,2022,International Conference on Machine Learning,40,66,4,20,3,NimbusRomNo9L,15,18,292,10,11040,10,24,1
249642114,2206.06501,Optimal Clipping and Magnitude-aware Differentiation for Improved Quantization-aware Training,2022,International Conference on Machine Learning,18,45,1,52,21,NimbusRomNo9L,16,0,56,12,11690,13,13,0
256416567,2210.01891,Adaptively Weighted Data Augmentation Consistency Regularization for Robust Optimization under Concept Shift,2022,International Conference on Machine Learning,0,57,0,0,0,NimbusRomNo9L,29,1,0,0,12124,0,0,0
253553544,2211.09100,Global Optimization with Parametric Function Approximation,2022,International Conference on Machine Learning,3,76,0,166,23,NimbusRomNo9L,24,0,104,2,13475,11,16,0
249017537,2205.12173,Byzantine Machine Learning Made Easy by Resilient Averaging of Momentums,2022,International Conference on Machine Learning,34,66,2,0,0,NimbusRomNo9L,38,0,0,0,21860,1,0,0
246411304,2201.12195,Measure Estimation in the Barycentric Coding Model,2022,International Conference on Machine Learning,9,54,0,68,19,NimbusRomNo9L,23,0,101,8,13414,13,24,0
246485389,2202.01312,Causal Imitation Learning under Temporally Correlated Noise,2022,International Conference on Machine Learning,16,39,2,103,27,NimbusRomNo9L,14,0,93,10,8238,10,16,0
249890332,2206.09959,Global Context Vision Transformers,2022,International Conference on Machine Learning,44,52,3,1,7,NimbusRomNo9L,14,0,6,8,7978,1,4,3
250341033,2202.03390,Geometric Multimodal Contrastive Representation Learning,2022,International Conference on Machine Learning,21,26,4,0,0,NimbusSanL,19,0,0,0,9982,1,0,0
246411233,2201.12114,Rethinking Attention-Model Explainability through Faithfulness Violation Test,2022,International Conference on Machine Learning,22,74,1,10,33,NimbusRomNo9L,18,1,83,10,8618,11,13,0
248834354,2205.07890,On the Difficulty of Defending Self-Supervised Learning against Model Extraction,2022,International Conference on Machine Learning,12,32,1,0,0,NimbusRomNo9L,20,0,0,0,12154,0,0,0
249538726,2206.04475,Individually Fair Learning with One-Sided Feedback,2022,International Conference on Machine Learning,2,72,0,0,0,CMR10,25,0,0,0,12640,1,0,0
259129248,2210.15471,Adaptive Estimation of Graphical Models under Total Positivity,2022,International Conference on Machine Learning,3,61,0,196,36,SFRM1000,26,0,212,8,12568,9,13,2
247011515,2202.09717,Understanding Robust Generalization in Learning Regular Languages,2022,International Conference on Machine Learning,4,37,0,74,30,NimbusRomNo9L,14,7,24,4,8077,9,18,0
249848085,2206.08499,A Parametric Class of Approximate Gradient Updates for Policy Optimization,2022,International Conference on Machine Learning,0,37,0,70,22,NimbusRomNo9L,18,0,56,4,10084,12,13,0
246441980,2202.00636,Differentially Private Community Detection for Stochastic Block Models,2022,International Conference on Machine Learning,7,41,2,28,17,NimbusRomNo9L,39,0,48,2,20094,7,6,0
248661461,2207.10050,Discriminator-Weighted Offline Imitation Learning from Suboptimal Demonstrations,2022,International Conference on Machine Learning,36,68,5,58,23,NimbusRomNo9L,19,0,134,4,11469,10,17,0
250340692,2207.08686,Streaming Algorithms for Support-Aware Histograms,2022,International Conference on Machine Learning,1,32,0,0,0,NimbusRomNo9L,20,0,0,0,12545,1,0,0
249152079,2205.13900,How Tempering Fixes Data Augmentation in Bayesian Neural Networks,2022,International Conference on Machine Learning,4,50,1,71,40,NimbusRomNo9L,17,21,98,0,9808,9,8,0
260927486,2202.01108,Learning to Initiate and Reason in Event-Driven Cascading Processes,2022,International Conference on Machine Learning,0,53,0,64,24,NimbusRomNo9L,26,3,106,10,16510,19,21,0
250341040,2207.05683,Policy Diagnosis via Measuring Role Diversity in Cooperative Multi-agent RL,2022,International Conference on Machine Learning,12,65,0,31,120,NimbusRomNo9L,30,0,88,14,16282,16,17,0
249848047,2206.08776,Multiple-Play Stochastic Bandits with Shareable Finite-Capacity Arms,2022,International Conference on Machine Learning,4,32,0,277,22,NimbusRomNo9L,32,0,69,2,21412,21,24,2
250340719,2207.07223,Accelerated Federated Learning with Decoupled Adaptive Optimization,2022,International Conference on Machine Learning,25,101,2,0,0,NimbusRomNo9L,26,0,0,0,16395,5,0,0
249674482,2206.07335,On Numerical Integration in Neural Ordinary Differential Equations,2022,International Conference on Machine Learning,12,57,2,332,9,NimbusRomNo9L,21,0,43,2,11381,8,17,0
246442301,2202.00436,Causal Inference Principles for Reasoning about Commonsense Causality,2022,International Conference on Machine Learning,14,64,3,0,1,NimbusRomNo9L,22,0,3,0,16556,0,0,0
254408961,2212.03906,Quantum Lower Bounds for Finding Stationary Points of Nonconvex Functions,2022,International Conference on Machine Learning,3,57,0,438,0,NimbusRomNo9L,32,3,222,0,18414,8,13,5
246430927,2201.12691,Coordinate Descent Methods for Fractional Minimization,2022,International Conference on Machine Learning,2,55,0,28,12,NimbusRomNo9L,28,0,45,6,15245,10,20,2
246430418,2201.13128,Deletion Robust Submodular Maximization over Matroids,2022,International Conference on Machine Learning,6,44,2,89,50,CMR10,28,10,116,0,13759,11,4,0
248377666,2204.11371,Learning Symmetric Embeddings for Equivariant World Models,2022,International Conference on Machine Learning,26,53,0,26,46,NimbusRomNo9L,18,25,106,12,10626,15,11,0
259088628,2201.12658,Learning Intuitive Policies Using Action Features,2022,International Conference on Machine Learning,1,40,0,10,21,NimbusRomNo9L,15,0,79,10,9861,9,10,0
247996873,2204.02610,Efficient Test-Time Model Adaptation without Forgetting,2022,International Conference on Machine Learning,118,59,37,18,29,NimbusRomNo9L,17,0,73,24,11508,11,8,0
246823105,2202.05614,Measuring dissimilarity with diffeomorphism invariance,2022,International Conference on Machine Learning,0,49,0,4,47,CMR10,36,26,75,0,13756,14,16,0
248887728,2205.09619,Improving Robustness against Real-World and Worst-Case Distribution Shifts through Decision Region Quantification,2022,International Conference on Machine Learning,7,43,1,64,14,NimbusRomNo9L,16,0,103,16,9953,15,13,3
249209569,2205.15307,A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks,2022,International Conference on Machine Learning,7,32,0,0,24,NimbusRomNo9L,20,0,16,2,11938,3,2,5
250360901,2208.12483,Dynamic Regret of Online Markov Decision Processes,2022,International Conference on Machine Learning,10,70,0,0,0,SFRM1095,60,0,0,0,28662,0,0,0
249642697,2206.06818,Disentangled Federated Learning for Tackling Attributes Skew via Invariant Aggregation and Diversity Transferring,2022,International Conference on Machine Learning,19,36,1,204,21,NimbusRomNo9L,15,0,43,8,8561,7,8,0
255570101,2211.00241,Adversarial Policies Beat Superhuman Go AIs,2022,International Conference on Machine Learning,5,83,1,26,50,NimbusRomNo9L,87,0,204,10,31589,18,32,4
246867214,2202.07765,"General-purpose, long-context autoregressive modeling with Perceiver AR",2022,International Conference on Machine Learning,52,76,6,14,171,NimbusRomNo9L,24,0,103,26,14393,16,25,4
250341019,2209.07670,Reducing Variance in Temporal-Difference Value Estimation via Ensemble of Deep Networks,2022,International Conference on Machine Learning,6,65,0,8,113,NimbusRomNo9L,17,5,219,6,8970,11,10,0
250360832,2207.07256,Improving Task-free Continual Learning by Distributionally Robust Memory Evolution,2022,International Conference on Machine Learning,19,39,2,20,0,NimbusRomNo9L,15,5,14,8,9425,5,0,0
248572394,2205.03665,Variational Sparse Coding with Learned Thresholding,2022,International Conference on Machine Learning,5,60,1,58,97,NimbusRomNo9L,25,0,84,12,10526,13,11,2
251741289,2208.10967,The Value of Out-of-Distribution Data,2022,International Conference on Machine Learning,6,62,1,0,0,NimbusRomNo9L,24,0,0,0,15493,0,0,0
246823870,2202.06385,Sample-Efficient Reinforcement Learning with loglog(T) Switching Cost,2022,International Conference on Machine Learning,20,45,1,0,0,CMR10,44,0,2,0,19810,7,0,0
249888897,2206.09421,Guarantees for Epsilon-Greedy Reinforcement Learning with Function Approximation,2022,International Conference on Machine Learning,22,45,3,200,9,NimbusRomNo9L,24,11,88,0,15106,13,6,4
246863593,2202.07549,Robust Multi-Objective Bayesian Optimization Under Input Noise,2022,International Conference on Machine Learning,18,95,2,60,37,NimbusRomNo9L,36,0,218,12,22187,19,28,0
249889822,2206.10057,Robust Deep Reinforcement Learning through Bootstrapped Opportunistic Curriculum,2022,International Conference on Machine Learning,11,46,0,0,0,NimbusRomNo9L,35,0,0,0,18980,0,0,0
249192394,2205.14252,Self-supervised models of audio effectively explain human cortical responses to speech,2022,International Conference on Machine Learning,27,51,5,0,34,NimbusRomNo9L,16,2,46,2,8364,9,13,0
249431624,2206.03192,Generalized Data Distribution Iteration,2022,International Conference on Machine Learning,8,49,0,176,301,NimbusRomNo9L,82,11,435,46,34676,19,35,20
249889564,2206.09314,Robust Imitation Learning against Variations in Environment Dynamics,2022,International Conference on Machine Learning,7,51,1,60,115,NimbusRomNo9L,25,0,48,12,15533,14,23,0
254043931,2211.15272,Topologically faithful image segmentation via induced matching of persistence barcodes,2022,International Conference on Machine Learning,5,53,0,0,0,NimbusRomNo9L,30,0,0,0,13088,0,0,1
247058501,2202.11678,"Bayesian Model Selection, the Marginal Likelihood, and Generalization",2022,International Conference on Machine Learning,44,102,3,78,128,CMCSC10,59,11,256,6,27220,21,18,0
249097933,2205.13166,On Learning Mixture of Linear Regressions in the Non-Realizable Setting,2022,International Conference on Machine Learning,8,45,1,0,0,CMR10,25,0,0,0,11703,1,1,0
258352859,2210.11604,Horizon-Free and Variance-Dependent Reinforcement Learning for Latent Markov Decision Processes,2022,International Conference on Machine Learning,1,58,0,6,0,NimbusRomNo9L,26,0,0,0,15523,2,2,0
253018441,2210.11295,Block subsampled randomized Hadamard transform for low-rank approximation on distributed architectures,2022,International Conference on Machine Learning,3,44,0,84,12,SFRM1000,18,0,51,0,9393,7,6,0
257496863,2211.03942,Privacy-Aware Compression for Federated Learning Through Numerical Mechanism Design,2022,International Conference on Machine Learning,1,53,0,59,0,NimbusRomNo9L,17,1,0,0,10203,3,3,1
249625602,2206.05895,Latent Diffusion Energy-Based Model for Interpretable Text Modeling,2022,International Conference on Machine Learning,42,80,0,126,19,NimbusRomNo9L,19,18,226,22,12532,8,15,0
250073227,2206.13452,Causal Dynamics Learning for Task-Independent State Abstraction,2022,International Conference on Machine Learning,26,43,5,12,24,NimbusRomNo9L,30,0,36,4,47144,4,13,7
247447220,2203.07322,Efficient Model-based Multi-agent Reinforcement Learning via Optimistic Equilibrium Computation,2022,International Conference on Machine Learning,7,54,1,22,12,NimbusRomNo9L,18,1,106,2,11415,6,7,0
248811033,2205.07459,Directed Acyclic Transformer for Non-Autoregressive Machine Translation,2022,International Conference on Machine Learning,37,56,10,32,43,NimbusRomNo9L,18,0,74,4,12284,11,8,0
254018268,2211.13544,Meta-Learning the Inductive Bias of Simple Neural Circuits,2022,International Conference on Machine Learning,0,44,0,4,36,NimbusRomNo9L,14,0,85,0,8161,11,5,0
246473291,2202.01147,Improving Screening Processes via Calibrated Subset Selection,2022,International Conference on Machine Learning,14,56,1,0,0,CMR10,30,0,0,0,14072,8,0,0
247158785,2202.14037,Understanding Contrastive Learning Requires Incorporating Inductive Biases,2022,International Conference on Machine Learning,71,54,12,0,0,SFRM1095,44,0,0,0,20617,0,0,0
248392056,2204.12399,Streaming Algorithms for High-Dimensional Robust Statistics,2022,International Conference on Machine Learning,12,57,1,236,0,SFRM1095,63,13,76,0,33233,12,27,10
246634608,2202.02943,Learning fair representation with a parametric integral probability metric,2022,International Conference on Machine Learning,11,47,3,144,150,NimbusRomNo9L,28,21,76,10,13602,14,20,0
250340653,2202.05318,Personalization Improves Privacy-Accuracy Tradeoffs in Federated Learning,2022,International Conference on Machine Learning,18,42,3,0,0,NimbusRomNo9L,18,0,0,0,11338,8,0,0
249926995,2206.10685,Differentially Private Maximal Information Coefficients,2022,International Conference on Machine Learning,0,31,0,320,17,NimbusRomNo9L,38,4,105,6,23573,13,23,15
252595787,2209.14821,Analyzing Diffusion as Serial Reproduction,2022,International Conference on Machine Learning,4,29,0,48,12,NimbusRomNo9L,10,0,55,0,5060,6,2,1
256416558,2210.03175,Weak Proxies are Sufficient and Preferable for Fairness with Missing Sensitive Attributes,2022,International Conference on Machine Learning,6,90,0,0,0,SFRM1095,38,0,4,0,16969,0,0,0
246652495,2202.03983,Provable Reinforcement Learning with a Short-Term Memory,2022,International Conference on Machine Learning,27,46,6,0,0,NimbusRomNo9L,27,0,0,0,12599,6,2,0
246679950,2202.04428,Adapting to Mixing Time in Stochastic Optimization with Markovian Data,2022,International Conference on Machine Learning,14,45,3,148,6,NimbusRomNo9L,18,2,75,2,11312,13,5,0
249097478,2205.13176,On Collective Robustness of Bagging Against Data Poisoning,2022,International Conference on Machine Learning,16,46,2,44,20,NimbusRomNo9L,20,2,61,24,14191,15,18,0
253370283,2211.02212,Distributed Linear Bandits under Communication Constraints,2022,International Conference on Machine Learning,5,66,0,13,0,SFRM1000,40,5,27,0,17531,6,6,4
249017641,2205.12184,Distributional Hamilton-Jacobi-Bellman Equations for Continuous-Time Reinforcement Learning,2022,International Conference on Machine Learning,5,45,0,0,0,NimbusRomNo9L,25,0,0,0,13607,1,0,0
246473259,2202.01017,Multi-Task Learning as a Bargaining Game,2022,International Conference on Machine Learning,57,65,21,34,28,NimbusRomNo9L,19,0,122,14,11202,13,14,0
